Sentence,Sentiment,Class
"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor .",neutral,2
Activities range from the development of natural resources to the retailed marketing of finished products .,neutral,2
"However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",negative,0
"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",neutral,2
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,1
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,positive,1
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .",neutral,2
"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",neutral,2
HK Ruokatalo 's target is to know the consumers .,neutral,2
Number of offers received for this contract is two .,neutral,2
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",negative,0
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET ) .",neutral,2
Net sales in 2007 are expected to be 10 % up on 2006 .,positive,1
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",negative,0
It will also strengthen Ruukki 's offshore business .,positive,1
SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .,negative,0
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",negative,0
The EA Reng group posted sales of approximately 84 million kroons for 2007 .,neutral,2
"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral,2
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",negative,0
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,positive,1
"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",positive,1
The financial details of the acquisition were not disclosed .,neutral,2
No financial details were revealed .,neutral,2
"The Division also includes joint sales , marketing and controlling functions for these units .",neutral,2
It was decided that the auditors are reimbursed according to invoice .,neutral,2
A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,neutral,2
Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,negative,0
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",positive,1
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive,1
"Previously , the plant was expected to be completed by the end of 2008 .",neutral,2
All YIT Capital Markets Day materials will be available on the company 's Internet site at www.yitgroup.com/investors at 10:30 on September 26 .,neutral,2
He wore a black beanie-type cap and a black jacket .,neutral,2
Danske Bank is Denmark 's largest bank with 3.5 million customers .,neutral,2
"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .",negative,0
"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",neutral,2
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",neutral,2
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",negative,0
"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .",neutral,2
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive,1
"The devices would be launched in the Chinese market in late 2006 , the company said .",neutral,2
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",positive,1
Marimekko is considering further measures in the matter .,neutral,2
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,neutral,2
The idea of saving electricity in data transfer is still a new one .,neutral,2
Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,positive,1
"Its customers include local companies Slo Oy , Kiilto Oy , Toptronics Oy , Normark Suomi Oy , Pellonpaja Oy and Mansner Oy .",neutral,2
Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,neutral,2
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",positive,1
"Tampere Science Parks is a Finnish company that owns , leases and builds office properties and it specialises in facilities for technology-oriented businesses .",neutral,2
The building will house product development and test laboratories .,neutral,2
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",positive,1
It has80 branches in Finland with annual revenue in Finland of ?,neutral,2
"The selling consortium includes funds managed by OKO Bank 's venture capital unit , Bio Fund Management and Finnish Industry Investment , a government-owned investment group .",neutral,2
Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,neutral,2
Return on capital employed rose by 4.8 percentage points to 19.6 % .,positive,1
The sellers were the founders of the company .,neutral,2
"However , the brokers ' ratings on the stock differ .",neutral,2
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral,2
The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral,2
"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",positive,1
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,neutral,2
Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration .,positive,1
SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,neutral,2
Net sales fell by 5 % from the previous accounting period .,negative,0
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,neutral,2
Stora Enso 's third-quarter pre-tax profit doubled to EUR 197mn .,positive,1
`` The trend in the sports and leisure markets was favorable in the first months of the year .,positive,1
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,neutral,2
"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",neutral,2
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",negative,0
"With CapMan as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , '' says Christopher Wynne , CEO of Papa John 's Russia .",positive,1
