text,label
In case you need another reason to delete your Facebook: https://t.co/YEEHiptvAV,0
"The S&P 500's chart is signaling a near-term pullback, technical analyst warns (via @TradingNation) https://t.co/VxNKIV5SRR",0
Bets on potential mining defaults surge on worsening sector outlook #AngloAmerican #Stock #MarketScreener… https://t.co/AiYhedShlz,0
$TAK: Takeda Pharma presents long-term data for ALUNBRIG; demonstrates continued Superiority after two years https://t.co/RPW80FKq6S,1
"It's not just 'orange man bad.' For Dems, 'white man bad,' too - American Thinker",2
"Barra Makes Case For GM to Lead the Future of Cars, But the Market Isn’t Buying",2
Warren Calls Out Blackstone for ‘Shameless’ Profits From Housing,2
The target for the overnight interbank funding rate is decreased by 25 basis points #Stock #MarketScreener… https://t.co/pUpRxfyNco,2
Trump looks to kill student loan forgiveness program,2
Cabot Microelectronics tanks on soft guidance,0
The platform would continue to be the development framework for Symbian and MeeGo .,2
"Science, tech investor Kairos Ventures launches second fundraise of the year, could collect up to $250m",2
"Tesla stock is wrapping up its best month since 2013, adding $40 billion in value in January.... https://t.co/Hmt4v3b2oN",1
Exclusive: Daimler seeks majority control of its main China joint venture - sources,2
DO & : DGAP-DD DO & CO Aktiengesellschaft english #DOCOAktiengesellschaft #Stock #MarketScreener… https://t.co/vl4ypdO413,2
Wall Street surges as China financial measures soothe virus worries,1
I Sabotaged My Boss With Ransomware From the Dark Web,2
"Highlight: “If you think about the value that LVMH might be able to unlock for Tiffany, it does justify the price t… https://t.co/7YlpHgIQ3H",2
"FedEx slams NYT tax story, proposes debate",2
A Report Card For 2019's (Non) Predictions: Macro Man (Audio),2
Can Nostalgia Revive Star Wars?,2
"Quite Convinced There Will Not Be a Phase Two Trade Deal, Says Matt Gold",2
The mother of an Israeli woman imprisoned in Russia on drug-smuggling charges has asked Vladimir Putin to pardon her https://t.co/QiswIyFmzT,2
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,1
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",2
Deutsche Bank welcomes Capital Group with 3.1% stake,2
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",0
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",1
"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 .",2
Ealing’s downturn hits high-priced houses https://t.co/WLEnqLdOf1,0
Hold Iamgold to Benefit From Next Gold Bull Market,1
"Applications for participation in the Fed's Commercial Paper Funding Facility must be submitted by Thursday, the Ne… https://t.co/DvwRfmIJXr",2
$FRG - Franchise Group declares $0.25 dividend https://t.co/Z41i1F5gWK,2
EL GRUPO IBERCHEM CIERRA EL AÑO CON LA COMPRA DE DOS COMPAÑÍAS DE AROMAS Y UN CRECIMIENTO DEL 19%,2
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,2
CORRECTED-Ex-British Airways executive indicted over alleged JFK Airport bribery scheme,2
"U.S. interest positive for Ericsson, says top owner Cevian",1
Harvest Health becomes latest cannabis company to scale back a previously-agreed deal,0
Renewable Energy and Tallgrass Energy among Energy/Materials gainers; Lonestar Resources and Pacific Drilling among losers,2
What career advice would you give to your younger self? We asked CEOs and other leaders at #neweconforum… https://t.co/kvZYiqejaF,2
"A 6,000-square-foot, 10-bedroom Victorian mansion could've been yours for only $50,000, but there was one catch: Yo… https://t.co/I1zMf0J7t6",2
Financial Planning Just Got A Whole Lot Harder. Subscribe to Seeking Alpha for more: https://t.co/Q9ZQPgCQjK… https://t.co/UGPLharNlL,2
Edited Transcript of NGVC earnings conference call or presentation 14-Nov-19 9:30pm GMT,2
The previous offer was 3.4 % of voting rights and 12.3 % of capital .,2
$GDDY - GoDaddy announces board changes https://t.co/bOPrdDK7Bx,2
$WRI: Compass Point ups to Buy,1
PTVCA,2
New York Fed to further reduce repo support https://t.co/weKgRz0LMd https://t.co/UR8cWv9xZN,2
Read the police report from the incident in which a Tesla Supercharger caught fire at a Wawa store in New Jersey ea… https://t.co/MK9NpSHC79,2
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,2
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",1
The company did not distribute a dividend in 2005 .,2
WTO expects tariff to threaten global goods trade,0
Pilita Clark: Any employer who can offer sabbatical leave will always be a step ahead of the rest https://t.co/wtvLnRCKOX,2
The solid fuel is heated before sludge is mixed therein . '',2
Worker and environment safeguards among changes in new USMCA trade deal #economy #MarketScreener… https://t.co/GbXqn0s4Pa,2
"First-time U.S. jobless claims drop to 202,000",1
Humanity Isn't Ready For The Next Global Virus Outbreak (Radio),2
"RevoluGROUP Canada Inc. Correction RedCHAPINA DA For RevoluPAY®, Update RevoluVIP Car Rentals And Cruises  https://t.co/coBgIidf2f",2
Boeing’s stock is headed for its 12th decline in the past 14 sessions,0
Software Acquisition prices $130M initial public offering,2
Will Five Below Continue to Be Volatile in 2020?,2
"Viveve Medical : MSP Narcotics Task Force Arrests Two, Seizes Nearly 3 Kilos Cocaine in South Shore Operation… https://t.co/W3FdvT5G0W",2
Exclusive: China's mobile giants to take on Google's Play store - sources,2
��‍♀️The Netherlands has more bicycles than people and it's now home to the world's largest bicycle park https://t.co/m2IlurcW4G,2
$SPY $TNX $ULTA,2
Precious Metals' Golden Year To Continue. Continue reading: https://t.co/4eI69q6pDv #finance #trading #business,1
"3 Mutual Fund Misfires to Avoid - November 25, 2019",2
Does K3 Capital Group PLC (LON:K3C) Have A Particularly Volatile Share Price?,2
Europe's banks were only halfway through cleaning up more than $1 trillion of loans that turned sour in the last cr… https://t.co/a5XeRxCEVl,0
$NUE 👀 https://t.co/1vV5ar0Cwj,2
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",1
9 secrets I never knew about airports until I worked at LAX https://t.co/1D9yzeUSkd,2
"No Date Set for U.S.-China ‘Phase Two’ Talks, Lighthizer Says",2
GBP/USD Price Forecast – British Pound Fails To Break Major Barrier,0
$CBAY: CymaBay Therapeutics halts clinical development of Seladelpar based on initial histological findings observe… https://t.co/v8K1pQPrsK,0
LUXURY PURCHASE: French conglomerate LVMH is close to a deal to buy Tiffany & Co. for more than $16 billion https://t.co/E4ndLmMNHu,2
Climate activist @GretaThunberg called out business and political leaders at #COP25 for using “clever accounting an… https://t.co/VJWuC2EOD4,2
$DDF $LGI - Equity CEFs: The Insanity Of CEF Investors. Get more info on Seeking Alpha: https://t.co/w0sP4U67WY… https://t.co/xw3MKEFK0U,2
The profit after taxes was EUR 57.7 11.1 million .,2
TRUMP SAYS GOING TO TAKE 'GOOD LOOK' AT HONG KONG BILL,2
Il Governo etiope e il gruppo Alibaba siglano accordi per la creazione di un polo eWTP in Etiopia,2
MTU Aero Engines : Maintenance signs exclusive CFM56-7B contract with Malaysia Airlines Berhad #MTU #Stock… https://t.co/38qwmBg0CB,2
"Banks will need more capital buffers in a downturn, Rosengren says",2
America isn’t ready for longer lifespans,2
`` We are selling an information systems development business to the Finns .,2
Fortune Brands Home & Security (NYSE:FBHS) Shareholders Booked A 47% Gain In The Last Year,1
The company specialises in temporary electrification and heating at construction sites .,2
SmartCentres REIT declares CAD 0.1542 dividend,2
"Highlight: @adrianambells explains eminent domain: The government, ""if they have just cause, can seize your private… https://t.co/p5mkoRIYQV",2
cbdMD’s CBD PM and CBD Freeze Awarded 2020 Product of the Year,2
"Sun Pharma Q3 Results: Profit Falls 27% On Higher Costs, Lower Other Income",0
$EVH $PGNY $JG - Domo and Evolent Health Tech gainers; GlobalSCAPE and Yext among losers https://t.co/lP8BrPSIeQ,2
$EOT - Eaton Vance National Municipal Opportunities Trust declares $0.0717 dividend https://t.co/kUxYJKU9f1,2
The Big Dirty Secret Behind Wind Power,2
All these names are working. Buying $BZH $HOV,1
Live Nation Falls After Report DOJ Is Preparing Legal Action,0
Investors Who Bought Supernus Pharmaceuticals (NASDAQ:SUPN) Shares Five Years Ago Are Now Up 148%,1
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",1
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,0
Should Community Bankers Trust (NASDAQ:ESXB) Be Disappointed With Their 99% Profit?,2
Prudential to Deepen Presence in China Market; Asia CEO Nicandrou,2
"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",2
Are You Better Off With Multiple Credit Cards or One Great One?,2
CSA Canadian Securities Administrators : October 2019 Monthly Economic Review #CSA #Stock #MarketScreener… https://t.co/tQHCUMsSrr,2
"The Afghanistan Papers Reveal a Tragedy, Not a Crime",2
"Merger Arbitrage Analysis And Spread Performance - April 5, 2020. https://t.co/R2vdtaXb2G #business #investing #trading",2
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",1
"ZYEN Chairman, David Greenberg, discusses OPEC's Power in the Oil Market; the Potential of Renewable Energy Project… https://t.co/4pJUTfUFF6",2
LHC.U,2
Alkermes submits NDA for ALKS 3831 for schizophrenia and bipolar I disorder,2
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",2
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",1
Turkey Stiffens Manipulation Penalties in Banking Overhaul,2
"Nifty, Sensex rise; Reliance, PSU energy stocks gain",1
"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",1
Goldman Sachs tells clients it is time to buy gold https://t.co/L61H0PQxTR,1
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,2
".@Coldplay says they won't be touring their new album #EverydayLife, which drops tomorrow. Is climate change to bl… https://t.co/UfW2Pp2CMl",2
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",1
Tapestry Q2 EPS $1.08 vs. 88 cents a year ago,1
"QD, HEXO among premarket losers",0
Source Capital declares $0.25 dividend,2
"Stocks To Watch: Bharti Airtel, HUL, L&T Finance, NMDC, Tata Motors, Vodafone Idea  ",2
"Stock-index futures extend losses after jobless claims, producer price data",0
Lowe's +5% on raising adjusted operating margin and earnings outlook for FY2019,1
PJT Partners Inc. Reports Full Year and Fourth Quarter 2019 Results,2
Getting a new credit card to shop Black Friday? You might want to think twice,2
Trump Impeachment Win Clears Path for Emboldened President,2
$NBY Rated buy https://t.co/xWbLXU1yOY,1
If You Like EPS Growth Then Check Out John Bean Technologies (NYSE:JBT) Before It's Too Late,2
Netflix stock falls after Wells Fargo turns bearish,0
Uber stock price target raised to $45 from $34 at MKM Partners,1
"What to watch in the markets: Thursday, Feb 6",2
No financial information was provided .,2
"Here's How Much A 30-Year Mortgage On A $250,000 Home Really Costs",2
"Saudi Aramco meets ADIA, Abu Dhabi funds in IPO pitch: sources",2
"$ELY - Callaway Golf EPS misses by $0.03, beats on revenue https://t.co/WWcCPLqZK5",2
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million .,2
$ASHTF - Ashtead Group PLC's (ASHTF) CEO Brendan Horgan on Q2 2020 Results - Earnings Call Transcript. Subscribe to… https://t.co/DzsUSW8rg9,2
Oil gains on fresh hopes for U.S.-China trade talks,1
"Volkswagen cuts profit, sales forecasts as autos downturn bites",0
"Boeing, suppliers slip as Wall Street counts MAX halt costs",0
"This robot picks a pepper in 24 seconds using a tiny saw, and could help combat a farm labor shortage.… https://t.co/3EDsXnXwpP",2
"At least six firms, including BlackRock and Vanguard, are flocking to the Chinese market https://t.co/49XUMTB3Ud",2
"CLNE, TRXC, TGE and ADMS among midday movers",2
"Toyota lifts annual profit forecast, looking at alternate sources for China-made parts",1
$KZR Kezar Life Sciences Highlights Therapeutic Potential of Protein Secretion Inhibitors at the 61st American Soci… https://t.co/jFFu7R9I6T,2
$PRTA - Prothena (PRTA) Investor Presentation - Slideshow. Read more and get updates on any stock!… https://t.co/sUP1UgLUhE,2
"Trans Mountain Costs to Increase 70% to $9.5 Billion, CBC Says",0
Three Things You Should Check Before Buying KBC Ancora SCA (EBR:KBCA) For Its Dividend,2
$TGNA - TEGNA Q4 2019 Earnings Preview https://t.co/bT6mu0WSeg,2
Sports Direct International : Britain's Sports Direct to change name to Frasers Group ...… https://t.co/dgK2Mb3MbE,2
$RAPT: BMO Capital Markets starts at Outperform,1
"Absurdity Update: British Academic Union Rules Members Can 'Identify' As ""Black"" And ""Disabled"" https://t.co/InTfaFCTMS",2
"Blackbaud EPS beats by $0.01, beats on revenue",1
ON Semiconductor to Demonstrate Intelligent IoT Technologies Including Advanced Audio Processing at CES 2020,2
Oil Markets Poised To Rise With U.S.-China Trade Deal,1
"There are Democrats that can win 2020 election, billionaire Trump-ally Tom Barrack says https://t.co/USRsmOtFkw",2
AU Optronics reports Q4 results,2
Vodafone to Hand Management of Ghana Unit to Africa Operation,2
